,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Contacts_Count_12_mon,Avg_Utilization_Ratio,Total_Relationship_Count,Months_Inactive_12_mon,Current_customer
6853,65,0.806,689,2,0.479,6,2,y
5925,36,0.44,0,3,0.0,2,6,n
4150,43,0.433,0,2,0.0,6,3,n
5372,51,0.5,0,4,0.0,4,3,n
10123,69,0.683,2186,3,0.511,4,2,n
423,22,1.2,785,3,0.19,6,3,y
6667,64,0.641,2517,2,0.435,5,3,n
6871,47,0.469,0,3,0.0,6,3,n
8820,54,0.35,274,3,0.04,4,3,n
4686,80,0.667,2499,2,0.459,3,3,y
6195,43,0.387,950,3,0.588,1,3,n
7946,84,0.68,0,2,0.0,1,1,y
2739,28,0.273,2517,4,0.512,4,4,n
8756,62,0.442,0,3,0.0,1,2,n
5474,82,0.822,0,3,0.0,6,1,y
2077,48,0.778,0,4,0.0,2,3,n
3452,33,0.435,0,3,0.0,4,2,n
4711,36,0.44,0,2,0.0,3,2,n
4447,40,0.481,2253,2,0.819,2,3,n
8360,39,0.444,2517,2,0.192,1,2,n
9448,98,0.661,0,1,0.0,1,1,y
10020,67,0.763,0,4,0.0,4,3,n
5034,46,0.484,0,2,0.0,3,3,n
6617,45,0.324,0,3,0.0,5,3,n
9867,124,0.771,1549,4,0.184,3,2,y
5189,36,0.5,0,4,0.0,5,2,n
2223,33,0.571,978,3,0.68,2,2,n
8323,89,0.712,1419,2,0.596,2,2,y
7902,47,0.382,0,3,0.0,2,2,n
4017,37,0.233,1636,4,0.191,3,3,n
4811,48,0.455,1885,3,0.693,1,3,n
10047,64,0.684,0,4,0.0,2,3,n
6875,79,0.756,0,3,0.0,4,5,y
6249,59,0.788,0,3,0.0,5,3,n
8844,94,0.492,2151,3,0.334,1,1,y
6016,90,0.765,1380,3,0.502,4,3,y
2269,65,0.912,1300,4,0.053,6,2,y
7280,50,0.724,0,2,0.0,1,3,n
6895,40,0.739,0,3,0.0,5,2,n
6552,78,0.814,1604,1,0.341,3,3,y
8736,56,0.806,986,3,0.314,4,2,n
5863,62,0.722,1043,3,0.206,4,1,y
3327,65,0.444,0,3,0.0,6,3,y
328,31,0.824,2505,2,0.187,6,2,y
8768,72,1.0,1514,0,0.044,2,2,y
7240,65,0.585,788,2,0.548,6,3,y
7747,87,0.706,778,3,0.25,3,1,y
5632,43,0.654,0,2,0.0,1,2,n
8398,33,0.222,0,2,0.0,5,2,n
9782,68,0.744,761,1,0.022,2,3,n
7836,44,0.467,2176,3,0.501,3,5,n
9166,71,0.821,0,2,0.0,5,2,n
4496,50,0.667,0,1,0.0,3,2,n
3451,49,0.633,535,3,0.098,3,3,y
10023,65,0.857,2517,3,0.505,1,3,n
4510,45,0.5,1159,2,0.087,3,3,n
6321,87,0.776,2124,1,0.147,6,2,y
7031,46,0.586,0,4,0.0,5,3,n
5541,31,0.292,2198,4,0.506,5,3,n
507,25,1.083,2517,2,0.636,3,1,y
4658,72,0.565,0,3,0.0,3,2,y
168,17,0.7,2517,3,0.076,6,3,n
1879,50,1.174,1877,2,0.744,4,2,y
3492,51,0.457,1636,2,0.13,3,3,n
5715,78,0.696,0,3,0.0,4,5,y
207,24,0.5,0,3,0.0,3,3,n
4631,41,0.464,0,1,0.0,3,3,n
3194,54,0.8,864,3,0.056,2,3,n
4715,71,0.614,721,2,0.24,4,3,y
9820,89,0.935,0,3,0.0,2,1,n
3998,44,0.467,1578,2,0.983,3,2,n
4699,32,0.778,0,3,0.0,3,3,n
8157,82,0.745,0,2,0.0,2,3,y
3850,67,0.861,2053,3,0.452,6,3,y
6776,88,0.833,2162,3,0.768,6,5,y
9130,100,0.754,2517,2,0.285,1,2,y
3697,77,0.711,1485,2,0.288,6,2,y
5036,43,0.483,0,4,0.0,6,2,n
1415,44,0.517,695,3,0.142,3,1,n
2014,58,0.758,2185,2,0.873,3,3,y
2289,38,0.727,1363,4,0.053,3,3,y
8433,49,0.531,0,2,0.0,6,2,n
3478,72,0.6,2202,0,0.274,6,3,y
5142,43,0.72,228,3,0.112,3,3,n
5116,41,0.414,215,3,0.025,5,0,n
5085,40,0.6,0,5,0.0,4,6,n
6064,47,0.343,0,6,0.0,5,3,n
2500,15,0.154,592,3,0.376,3,2,n
3227,37,0.947,0,4,0.0,2,3,n
5686,41,0.323,0,3,0.0,6,2,n
3596,28,0.0,2513,2,0.254,2,3,n
5530,37,0.321,347,5,0.168,3,2,n
6777,70,0.628,0,3,0.0,5,3,n
4730,36,0.2,0,4,0.0,3,2,n
10040,68,0.789,0,3,0.0,4,3,n
3534,68,0.943,1433,3,0.238,3,1,y
555,48,0.778,1276,0,0.081,5,2,y
4982,51,0.645,0,3,0.0,3,3,n
5043,44,0.63,0,4,0.0,5,5,n
5801,34,0.789,572,3,0.312,5,2,n
904,63,0.537,1631,2,0.137,3,2,y
8166,63,0.5,1083,1,0.042,2,3,y
8702,87,0.526,2098,0,0.061,2,2,y
6644,44,0.467,0,2,0.0,6,3,n
6859,38,0.462,0,2,0.0,5,2,n
9954,64,0.73,542,3,0.138,1,3,n
9949,68,0.789,0,5,0.0,2,3,n
8832,69,0.725,1954,3,0.057,2,1,y
7588,81,0.8,2517,2,0.141,4,2,y
1219,39,0.95,1598,2,0.233,4,1,y
7382,84,0.867,922,1,0.468,6,2,y
7761,35,0.029,0,1,0.0,2,4,n
463,25,0.562,1911,3,0.112,2,1,n
470,60,0.622,1483,2,0.72,4,3,y
7452,64,0.641,2507,2,0.477,4,3,y
464,24,1.0,839,3,0.036,4,2,y
771,35,0.346,814,0,0.096,3,3,y
2945,45,0.731,2514,4,0.537,3,3,y
4151,32,0.778,0,2,0.0,2,3,n
7684,68,0.659,1743,2,0.564,5,2,y
8551,35,0.591,0,2,0.0,2,3,n
4162,70,0.842,659,3,0.181,4,1,y
10098,70,0.75,0,4,0.0,4,3,n
8357,49,0.581,710,3,0.153,2,4,n
2892,35,0.458,2517,4,0.073,2,3,n
4637,76,0.617,1414,2,0.08,3,1,y
9602,71,0.821,0,6,0.0,5,2,n
4233,51,0.821,0,3,0.0,6,3,n
6961,89,0.816,611,2,0.425,5,3,y
937,33,0.32,2338,3,0.313,6,2,y
7218,40,0.379,1381,1,0.871,6,3,n
7714,89,0.679,0,3,0.0,5,5,y
2411,32,0.6,787,4,0.023,5,2,n
10092,64,0.829,1878,3,0.273,1,2,n
2543,35,0.591,2517,3,0.135,4,4,n
2849,40,0.538,0,4,0.0,3,4,n
6180,78,0.95,1299,2,0.084,6,1,y
10054,74,0.897,1180,3,0.318,1,1,n
3241,73,0.587,2517,5,0.138,4,2,y
9227,65,0.585,0,2,0.0,1,4,n
5119,71,1.088,2185,0,0.445,3,3,y
3594,38,0.52,0,3,0.0,3,3,n
4004,78,0.773,1892,2,0.102,3,2,y
4073,45,0.406,0,0,0.0,2,3,n
6190,57,0.781,0,4,0.0,1,3,n
2225,40,0.667,0,2,0.0,4,2,y
7298,43,0.72,2517,3,0.277,6,2,n
8737,93,0.5,1858,3,0.154,2,2,y
7499,40,0.538,978,1,0.414,4,2,n
9779,112,0.723,1149,3,0.259,2,3,y
7212,92,0.769,694,3,0.261,5,2,y
599,28,0.647,1314,2,0.055,3,2,y
9195,63,0.75,0,2,0.0,2,3,n
1790,51,0.7,1553,4,0.776,4,1,y
3904,56,0.697,0,4,0.0,2,3,n
7517,86,0.654,0,1,0.0,3,1,y
9983,128,0.855,1315,2,0.316,3,1,y
4784,81,1.025,941,0,0.097,4,3,y
6297,82,0.783,1204,2,0.244,3,2,y
657,22,0.375,800,3,0.112,5,1,n
6997,88,0.63,713,3,0.187,3,4,y
9193,87,0.642,985,2,0.067,1,1,y
5183,73,0.622,829,4,0.088,5,1,y
6558,68,0.511,1206,3,0.715,5,3,y
9102,65,0.711,531,3,0.015,2,3,n
4596,64,0.684,2080,2,0.199,4,3,y
401,17,0.7,1120,3,0.361,3,3,n
3356,57,0.727,0,4,0.0,4,3,y
4737,79,0.756,0,1,0.0,4,2,y
9302,69,1.029,0,2,0.0,2,4,n
6924,39,0.56,0,4,0.0,3,3,n
7068,78,0.733,793,1,0.379,5,1,y
9087,68,0.659,949,2,0.081,2,3,n
3957,61,0.649,1353,2,0.071,3,1,y
9671,90,0.915,1664,1,0.135,2,2,y
4851,51,0.7,1154,2,0.204,4,3,n
5892,39,0.3,511,3,0.035,3,2,n
7291,43,0.536,2517,1,0.701,6,3,n
8349,79,0.881,2517,2,0.264,1,3,y
5674,82,0.673,1579,3,0.356,6,3,y
7976,52,0.625,0,3,0.0,2,3,n
5460,43,0.387,0,3,0.0,5,3,n
604,17,0.214,0,3,0.0,2,2,n
9787,58,1.0,0,3,0.0,4,3,n
5498,52,0.857,0,3,0.0,4,3,n
2135,73,0.659,1533,2,0.571,3,5,y
649,15,0.364,306,3,0.213,3,1,n
8011,41,0.64,357,1,0.124,2,3,n
614,58,0.415,1077,3,0.125,6,3,y
429,35,0.522,0,3,0.0,2,3,n
9937,94,0.958,2266,3,0.565,6,1,y
6325,38,0.357,0,3,0.0,4,2,n
8083,47,0.621,1900,3,0.81,4,3,n
7361,67,0.763,908,2,0.108,3,2,y
5253,43,0.593,411,4,0.16,3,3,n
3719,44,0.467,1149,2,0.114,5,2,y
2186,30,0.429,0,3,0.0,4,3,n
5063,88,0.956,1504,1,0.18,3,3,y
8340,85,0.771,2222,1,0.501,2,3,y
5003,55,0.486,2517,4,0.073,3,3,n
1028,64,0.455,0,3,0.0,5,2,y
8008,38,0.407,1030,5,0.716,5,3,n
549,18,0.5,0,3,0.0,3,2,n
3750,70,0.75,1812,2,0.07,5,1,y
5847,79,0.681,929,3,0.561,4,2,y
10115,109,0.946,1558,2,0.276,2,3,y
9717,90,1.093,0,3,0.0,3,3,n
1925,91,0.492,0,2,0.0,5,1,y
8213,78,0.66,785,2,0.361,2,3,y
6833,80,0.778,1382,3,0.154,3,3,y
1200,19,1.111,0,3,0.0,6,1,n
7441,83,1.128,0,3,0.0,4,1,y
1876,43,0.387,0,4,0.0,4,3,y
236,17,0.7,1833,3,0.987,2,3,n
3321,35,0.25,0,4,0.0,2,2,n
7223,42,0.556,0,6,0.0,5,3,n
7545,93,0.632,0,3,0.0,4,5,y
10013,85,1.073,1489,2,0.342,4,3,n
9385,94,0.709,2517,2,0.726,2,2,y
4743,32,0.455,0,4,0.0,3,2,n
8564,41,0.281,1116,4,0.046,1,2,n
7263,86,0.755,1073,2,0.031,4,4,y
9727,116,0.731,0,3,0.0,1,1,y
3947,62,0.632,730,0,0.033,5,3,y
7943,40,0.6,0,4,0.0,6,1,n
386,15,0.364,1547,3,0.274,2,5,n
792,36,1.25,1648,3,0.103,6,1,y
2356,48,0.412,614,1,0.024,3,2,y
6033,76,1.0,0,2,0.0,3,1,y
3335,67,0.489,792,1,0.536,5,3,y
