,CLIENTNUM,Current_customer,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Current_customer_Num
224,5894,y,44,0,2,2,0,4,0,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,1
225,2587,y,41,1,2,3,2,3,0,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,1
226,7179,y,45,1,3,0,2,2,0,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0,1
227,1582,y,47,0,2,5,0,4,3,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16,1
228,8546,y,51,0,2,2,1,4,0,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42,1
229,7011,y,51,1,2,2,1,0,0,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,1
230,7509,n,60,0,1,5,1,1,0,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,0
231,297,y,57,1,2,6,1,3,0,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092,1
232,5055,y,41,1,5,2,2,0,0,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336,1
233,5770,y,44,1,3,4,0,3,0,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092,1
234,7180,y,43,1,1,0,2,2,0,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,1
235,8874,y,55,1,2,0,1,2,0,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,1
236,6550,n,52,1,1,5,1,3,0,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,0
237,8363,y,44,1,3,2,3,3,0,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,1
238,898,y,41,1,2,5,1,1,0,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,1
239,8821,y,44,1,4,6,2,3,0,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,1
240,1071,n,53,0,2,6,1,4,0,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,0
241,1295,y,39,1,2,3,2,3,0,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,1
242,9933,n,49,1,5,0,1,1,0,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0.0,0
243,383,n,45,0,2,0,1,4,0,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,0
244,3811,y,54,1,2,2,1,3,0,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,1
245,8940,y,49,1,3,5,2,3,0,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355,1
246,2936,y,46,0,3,1,2,5,0,36,6,3,2,2189.0,1666,523.0,0.343,1287,36,0.636,0.761,1
247,2027,n,46,1,4,3,1,0,0,30,3,3,3,2442.0,0,2442.0,0.98,701,19,0.727,0.0,0
248,789,y,47,1,3,2,1,2,0,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.923,0.072,1
249,6564,y,44,1,2,1,2,2,0,36,5,1,2,7577.0,2480,5097.0,0.435,1409,35,0.167,0.327,1
250,984,y,50,1,3,4,2,0,0,31,4,1,2,3234.0,1486,1748.0,0.868,1354,28,0.647,0.459,1
251,4115,y,73,1,0,3,1,1,0,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,1
252,5928,y,56,1,3,6,3,1,0,46,6,3,4,2910.0,709,2201.0,0.538,1192,27,0.588,0.244,1
253,7520,n,59,1,0,3,2,1,0,48,2,4,3,3616.0,1054,2562.0,0.616,687,17,0.545,0.291,0
254,8316,y,70,1,0,3,1,4,0,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,1
255,689,y,55,0,2,3,1,4,0,36,4,3,3,2358.0,1152,1206.0,0.969,1737,26,1.6,0.489,1
256,3867,y,43,1,4,6,2,2,0,36,4,1,0,22322.0,953,21369.0,0.769,1348,34,1.125,0.043,1
257,9145,y,45,1,1,5,2,0,0,39,4,2,2,3133.0,1510,1623.0,0.609,1435,38,0.462,0.482,1
258,3184,y,45,0,2,5,2,1,0,35,2,3,0,3540.0,849,2691.0,0.456,1321,28,0.75,0.24,1
259,7989,y,40,1,1,2,1,1,0,23,6,3,2,6990.0,1378,5612.0,0.73,1479,29,0.611,0.197,1
260,8563,y,36,1,2,0,3,3,0,22,2,2,3,34516.0,1652,32864.0,0.854,1283,39,1.294,0.048,1
261,7781,n,59,0,0,4,1,1,0,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0.0,0
262,1223,y,43,1,4,6,1,2,0,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048,1
263,7730,y,46,0,1,6,1,4,0,36,2,3,2,2474.0,2143,331.0,1.53,1541,40,1.0,0.866,1
264,8732,y,41,1,2,5,1,1,0,32,5,1,3,5214.0,795,4419.0,0.707,1258,23,1.3,0.152,1
265,9474,y,51,0,2,2,1,4,0,46,5,2,2,5207.0,1650,3557.0,0.708,1339,20,0.538,0.317,1
266,5315,y,51,0,3,6,3,4,0,25,2,2,2,9512.0,1082,8430.0,0.701,1007,22,1.444,0.114,1
267,205,y,43,0,4,2,0,5,0,23,6,3,2,3187.0,2430,757.0,0.617,1387,33,1.357,0.762,1
268,7418,n,64,0,0,3,1,1,0,53,1,3,3,3353.0,0,3353.0,1.021,960,18,0.385,0.0,0
269,6031,y,54,1,5,2,1,2,0,38,3,3,3,2290.0,1434,856.0,0.923,1119,18,3.5,0.626,1
270,9376,y,48,1,3,6,2,1,0,43,6,1,3,5279.0,1115,4164.0,0.549,1642,41,0.519,0.211,1
271,5014,y,40,1,2,5,0,2,0,29,5,3,0,23603.0,0,23603.0,0.795,1382,31,1.067,0.0,1
272,6369,y,57,1,0,5,1,1,0,45,6,2,2,2601.0,0,2601.0,0.814,1232,32,0.684,0.0,1
273,3355,y,45,1,4,2,2,3,0,40,4,3,0,6363.0,1029,5334.0,0.838,1542,16,1.286,0.162,1
274,3663,y,41,1,3,3,2,3,0,36,4,3,3,8029.0,1576,6453.0,0.826,1094,32,0.524,0.196,1
275,6615,y,42,0,4,5,1,4,0,31,2,2,2,2410.0,1769,641.0,0.759,1217,30,1.143,0.734,1
276,5658,n,45,1,2,2,2,2,0,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,0
277,1999,y,42,0,4,5,1,4,0,23,4,2,0,2260.0,1007,1253.0,0.84,1614,33,0.737,0.446,1
278,4137,y,47,1,4,5,0,3,0,30,5,2,2,17682.0,2481,15201.0,1.302,1747,31,1.214,0.14,1
279,7620,y,48,0,4,3,1,1,0,42,3,1,3,4206.0,1100,3106.0,0.587,1144,22,1.0,0.262,1
280,9131,y,43,1,1,2,2,3,3,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,1
281,5619,y,41,1,4,3,3,3,0,36,4,3,0,23018.0,2168,20850.0,0.859,1463,24,1.667,0.094,1
282,4371,y,54,0,1,5,1,1,0,44,5,2,3,5556.0,1711,3845.0,1.434,1706,21,1.625,0.308,1
283,5397,n,54,0,2,3,1,5,0,44,3,3,1,6094.0,0,6094.0,1.129,909,14,0.273,0.0,0
284,3684,y,61,1,0,2,1,1,0,52,3,1,2,2939.0,1999,940.0,2.145,2434,33,1.538,0.68,1
285,8571,y,61,1,0,5,1,3,0,48,2,1,0,5362.0,1274,4088.0,1.015,1876,41,0.783,0.238,1
286,6200,n,48,1,2,3,1,0,0,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.786,0.0,0
287,152,y,45,0,4,2,2,4,0,36,6,3,2,3342.0,2517,825.0,0.771,1139,30,0.765,0.753,1
288,534,n,54,0,4,2,1,5,0,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,0
289,872,y,54,0,3,1,1,5,0,46,2,2,3,1900.0,1376,524.0,0.89,1881,45,0.607,0.724,1
290,3696,y,44,1,3,2,2,2,0,37,2,3,2,14546.0,1703,12843.0,0.955,1273,27,0.588,0.117,1
291,7229,y,50,0,4,1,2,5,0,36,2,3,2,2521.0,1608,913.0,0.587,1328,33,0.571,0.638,1
292,7839,y,55,1,2,1,1,2,0,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.118,0.102,1
293,7407,y,48,1,2,2,3,1,0,36,5,1,2,13068.0,1718,11350.0,0.607,937,28,0.556,0.131,1
294,6187,y,45,1,2,0,2,2,0,33,6,3,0,23218.0,1814,21404.0,1.178,1749,37,2.083,0.078,1
295,4379,y,60,1,0,3,1,1,0,36,5,1,3,3281.0,837,2444.0,1.859,1424,29,1.417,0.255,1
296,2917,y,55,1,2,3,1,1,0,47,5,3,2,3096.0,2217,879.0,0.799,2011,41,0.783,0.716,1
297,2112,y,62,0,0,3,1,1,0,52,5,2,3,2052.0,1250,802.0,0.728,1208,31,0.632,0.609,1
298,8762,y,38,0,1,3,3,4,0,30,2,3,0,1438.3,583,855.3,0.888,1259,24,1.0,0.405,1
299,6928,y,46,1,3,3,2,1,0,39,2,3,2,9432.0,1418,8014.0,0.612,1319,26,0.368,0.15,1
300,9858,y,50,1,0,3,2,0,3,45,5,2,3,14938.0,2303,12635.0,0.804,949,27,2.0,0.154,1
301,2452,y,45,1,2,5,1,2,0,36,5,3,2,2221.0,1343,878.0,0.869,1338,30,1.308,0.605,1
302,6185,y,47,1,3,4,0,2,0,37,6,3,0,5731.0,1577,4154.0,0.657,1554,26,0.444,0.275,1
303,8016,y,48,1,4,0,1,2,1,33,2,2,3,34516.0,2061,32455.0,0.722,1350,32,0.455,0.06,1
304,4837,y,35,1,3,5,1,2,0,22,5,2,2,6985.0,1130,5855.0,0.963,1694,44,0.76,0.162,1
305,6785,y,51,1,2,2,1,0,0,42,3,3,0,24221.0,1707,22514.0,0.816,1678,40,0.538,0.07,1
306,1202,y,36,0,3,3,1,5,0,24,4,1,1,15439.0,0,15439.0,0.742,2069,43,0.536,0.0,1
307,3396,y,47,1,4,2,2,3,0,36,6,3,2,21637.0,2030,19607.0,0.776,1222,23,0.438,0.094,1
308,6742,y,52,1,2,2,2,0,0,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0,1
309,1482,y,43,0,4,5,1,4,0,36,2,1,1,9684.0,2475,7209.0,0.697,1400,31,2.1,0.256,1
310,3742,y,63,1,2,3,1,1,0,36,2,2,2,5007.0,930,4077.0,0.885,1050,28,1.154,0.186,1
311,948,y,61,1,0,2,1,2,0,54,3,2,0,1616.0,1047,569.0,0.984,1389,33,1.2,0.648,1
312,8329,y,53,1,2,5,2,2,0,40,5,2,2,19116.0,0,19116.0,0.656,1184,29,0.611,0.0,1
313,8252,y,53,0,3,2,1,4,0,47,5,6,2,2759.0,2223,536.0,1.32,2093,42,1.0,0.806,1
314,109,n,57,1,3,2,1,0,0,38,2,3,3,8249.0,1381,6868.0,0.798,678,11,0.833,0.167,0
315,3312,y,38,0,2,2,2,5,0,31,2,3,2,14041.0,2154,11887.0,1.084,1467,29,1.417,0.153,1
316,2346,y,53,1,3,3,1,2,0,43,5,3,2,5264.0,2169,3095.0,0.374,1219,27,0.5,0.412,1
317,694,y,63,0,0,6,1,4,0,54,4,2,1,2420.0,1912,508.0,1.256,1730,36,0.565,0.79,1
318,7614,y,49,0,4,3,1,4,0,43,4,2,0,2826.0,2070,756.0,0.541,1025,28,0.647,0.732,1
319,4062,y,45,1,2,3,1,3,0,34,5,5,2,12518.0,1539,10979.0,0.645,1165,33,0.833,0.123,1
320,7666,y,67,1,0,2,1,1,0,56,4,2,1,5876.0,1297,4579.0,1.012,2133,55,0.719,0.221,1
321,8665,y,48,1,3,2,2,3,3,37,3,2,3,34516.0,0,34516.0,0.448,1122,13,0.182,0.0,1
322,1733,y,51,0,2,5,0,4,0,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2,1
323,6170,y,52,1,2,3,2,3,3,40,3,3,3,34516.0,2177,32339.0,1.32,1234,23,1.875,0.063,1
324,624,y,55,0,2,5,1,5,0,35,3,3,0,3025.0,2376,649.0,1.252,1277,23,1.875,0.785,1
325,8417,y,34,1,3,3,1,2,0,26,4,3,3,3265.0,2517,748.0,0.952,1843,35,0.944,0.771,1
326,6450,y,56,1,1,5,1,0,0,36,3,2,2,6041.0,1355,4686.0,0.685,1747,49,0.581,0.224,1
327,4849,y,44,0,2,4,1,4,0,36,3,3,2,2293.0,1823,470.0,0.617,1166,22,1.444,0.795,1
328,353,y,47,1,3,4,3,3,0,36,6,2,2,13399.0,2505,10894.0,0.627,1326,31,0.824,0.187,1
329,1191,y,46,0,3,6,1,4,0,38,4,3,3,4317.0,2517,1800.0,0.944,1619,36,1.0,0.583,1
330,7227,y,43,0,3,2,2,1,0,29,5,2,0,3378.0,1069,2309.0,0.581,1285,16,0.333,0.316,1
331,5332,y,50,0,1,2,2,4,0,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,1
332,1954,y,38,0,4,5,2,4,0,30,4,1,0,2569.0,1605,964.0,0.574,1190,46,0.643,0.625,1
333,433,y,53,0,1,2,2,4,0,45,3,1,2,3471.0,1785,1686.0,1.051,1052,24,0.714,0.514,1
334,5342,y,43,1,5,2,0,0,3,31,5,3,3,34516.0,1699,32817.0,0.771,1628,38,0.727,0.049,1
335,3646,y,53,1,1,3,1,0,0,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557,1
336,7879,y,56,0,1,2,1,4,0,38,4,3,3,2578.0,2462,116.0,1.707,1378,29,0.812,0.955,1
337,591,n,54,1,2,6,1,1,0,44,4,3,2,2902.0,2517,385.0,0.821,996,26,0.444,0.867,0
338,7801,y,57,0,3,3,1,4,0,39,3,2,1,2742.0,2321,421.0,1.315,1389,32,0.6,0.846,1
339,2130,y,62,1,1,3,1,4,0,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756,1
340,9139,y,46,0,4,2,2,4,0,40,5,1,2,6265.0,1942,4323.0,1.027,1715,43,0.87,0.31,1
341,9483,y,49,1,2,5,1,2,0,44,6,3,0,7819.0,1560,6259.0,0.827,1582,25,0.786,0.2,1
342,4229,y,52,1,3,2,2,3,0,42,6,3,3,2731.0,1692,1039.0,0.62,1220,22,0.692,0.62,1
343,3546,n,58,1,1,5,1,1,0,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,0
344,4200,y,54,1,0,3,1,3,0,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105,1
345,4637,y,49,1,1,2,1,0,0,39,3,2,3,34516.0,0,34516.0,0.507,1106,31,0.938,0.0,1
346,2557,y,58,0,3,3,1,4,0,47,6,1,0,2609.0,2439,170.0,1.269,1731,34,1.833,0.935,1
347,2934,y,52,1,2,3,2,2,0,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,1
348,5674,y,41,1,5,3,1,2,0,33,5,3,3,22770.0,2517,20253.0,0.994,1882,38,0.652,0.111,1
349,7572,y,62,0,0,5,1,4,0,50,5,1,2,3791.0,1648,2143.0,1.227,2058,34,0.789,0.435,1
350,8538,y,54,1,2,2,1,4,0,39,4,4,2,2702.0,2517,185.0,1.019,1658,32,1.462,0.932,1
351,9532,y,40,0,3,3,0,4,0,35,3,1,3,2555.0,2117,438.0,1.049,1334,32,0.6,0.829,1
352,8515,y,43,1,3,2,1,3,0,26,5,3,2,2355.0,1090,1265.0,0.751,1441,29,0.812,0.463,1
353,8028,y,53,0,2,2,2,1,0,42,6,2,0,5332.0,0,5332.0,0.939,1371,39,1.167,0.0,1
354,8230,y,55,1,1,5,2,1,0,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953,1
355,8884,y,46,1,4,2,2,2,0,39,6,2,3,10741.0,755,9986.0,1.166,1278,22,1.444,0.07,1
356,8533,y,41,1,1,5,1,2,0,25,3,2,0,7984.0,1503,6481.0,0.797,1734,39,1.167,0.188,1
357,1896,y,49,1,3,5,2,2,0,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,1
358,9965,y,61,0,0,2,1,5,0,56,4,1,3,5585.0,1465,4120.0,1.503,1787,31,0.722,0.262,1
359,5834,y,46,1,2,5,1,3,0,38,6,3,2,34516.0,2165,32351.0,0.837,1672,32,0.524,0.063,1
360,1772,y,50,0,1,5,1,4,0,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0,1
361,8525,y,40,1,2,2,2,3,0,24,5,1,0,2478.0,2031,447.0,1.284,1558,31,0.938,0.82,1
362,9365,y,51,1,4,3,2,0,0,46,6,3,3,34516.0,2274,32242.0,0.788,1795,47,0.679,0.066,1
363,8917,y,50,0,2,2,1,1,0,44,6,2,3,2339.0,1440,899.0,0.431,893,22,0.375,0.616,1
364,4432,y,47,0,2,2,1,4,0,36,6,3,2,2726.0,0,2726.0,0.844,1099,27,0.588,0.0,1
365,10120,y,43,1,4,6,1,0,0,39,3,3,3,14881.0,848,14033.0,0.762,1408,23,1.091,0.057,1
366,4754,y,36,0,4,2,1,1,0,36,6,3,3,1628.0,969,659.0,0.999,1893,15,2.75,0.595,1
367,4102,y,47,0,2,2,1,4,0,34,5,2,2,3156.0,1644,1512.0,1.052,1151,31,1.385,0.521,1
368,9832,y,46,0,2,2,2,4,0,41,5,3,0,4745.0,1270,3475.0,0.93,1519,31,0.938,0.268,1
369,2751,y,46,1,2,3,1,0,0,36,5,3,2,19727.0,1785,17942.0,0.572,1245,25,0.786,0.09,1
370,5607,y,52,1,0,5,1,2,0,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035,1
371,269,y,43,1,4,6,1,1,0,36,5,3,0,8129.0,1799,6330.0,0.566,1402,33,0.737,0.221,1
372,3569,y,40,0,4,2,2,4,0,27,6,2,3,3751.0,1521,2230.0,0.974,1060,30,1.308,0.405,1
373,3273,y,54,0,4,3,1,4,0,36,3,5,3,1594.0,1411,183.0,0.817,1459,35,1.188,0.885,1
374,6710,y,55,0,1,3,2,4,0,43,4,2,0,2569.0,1403,1166.0,0.886,1456,39,0.444,0.546,1
375,9461,y,49,0,4,4,2,5,0,44,6,3,2,18206.0,1586,16620.0,0.921,1439,48,1.0,0.087,1
376,7452,y,45,1,4,3,1,1,0,34,6,3,3,3104.0,1766,1338.0,0.828,1353,24,1.182,0.569,1
377,3204,y,49,1,3,2,1,1,0,41,5,3,2,2406.0,1560,846.0,0.751,1173,32,0.391,0.648,1
378,3519,y,63,1,1,5,1,3,0,36,5,2,3,24571.0,1955,22616.0,1.174,1746,28,1.0,0.08,1
379,4376,y,40,0,3,3,2,4,1,36,3,2,3,15534.0,726,14808.0,0.556,1279,28,0.867,0.047,1
380,1370,y,41,0,2,2,1,4,3,33,4,2,0,12301.0,2250,10051.0,0.484,1307,29,0.261,0.183,1
381,6902,y,37,1,4,2,1,3,0,26,6,2,3,2846.0,1818,1028.0,0.711,1473,37,1.176,0.639,1
382,2283,y,58,1,2,5,3,0,0,49,6,2,3,9788.0,1794,7994.0,0.778,1805,37,0.762,0.183,1
383,3617,y,55,1,2,3,1,2,0,36,4,3,3,7231.0,2381,4850.0,0.996,1421,23,1.3,0.329,1
384,9602,y,53,0,1,3,1,4,0,48,6,3,2,2324.0,1576,748.0,0.728,1272,37,1.312,0.678,1
385,8982,y,57,1,2,2,1,3,0,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162,1
386,92,n,43,1,4,4,3,3,0,30,2,5,3,5639.0,1547,4092.0,1.087,647,15,0.364,0.274,0
387,3953,y,58,1,1,2,1,2,0,46,3,3,2,10021.0,1617,8404.0,0.578,1275,25,0.667,0.161,1
388,9494,y,64,1,0,6,1,4,0,56,6,1,0,2215.0,1915,300.0,0.794,1270,27,0.588,0.865,1
389,8827,y,54,0,2,2,1,4,0,44,3,2,3,2027.0,1480,547.0,0.979,1702,37,0.947,0.73,1
390,3644,y,53,1,2,2,1,2,0,47,6,2,2,6363.0,1162,5201.0,0.644,1256,26,1.0,0.183,1
391,2235,y,39,0,3,0,2,4,0,25,6,1,2,3920.0,2008,1912.0,0.944,3178,53,0.656,0.512,1
392,4008,y,56,1,3,3,1,2,0,36,5,1,3,9226.0,1233,7993.0,1.521,1626,29,1.636,0.134,1
393,9824,y,54,0,4,6,0,4,0,49,6,1,1,9376.0,1288,8088.0,0.597,1562,33,0.5,0.137,1
394,2215,y,59,0,1,4,1,1,0,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692,1
395,4420,y,42,1,3,5,2,1,0,36,3,1,0,9599.0,1554,8045.0,1.087,1154,38,1.235,0.162,1
396,6619,y,42,1,4,2,1,2,3,28,5,1,2,28202.0,843,27359.0,0.637,1629,38,0.727,0.03,1
397,9937,y,43,1,3,0,3,3,0,39,3,3,1,24850.0,1662,23188.0,0.693,1226,25,0.923,0.067,1
398,9274,y,55,1,0,3,1,0,0,49,5,3,3,3805.0,2233,1572.0,1.095,1743,27,0.929,0.587,1
399,2676,y,52,1,1,5,2,3,0,37,5,2,2,2733.0,1306,1427.0,0.791,1139,39,0.444,0.478,1
400,8500,y,46,1,1,5,3,1,0,27,6,3,3,12781.0,1253,11528.0,0.638,1073,21,0.4,0.098,1
401,4812,n,57,1,2,5,1,0,0,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361,0
402,9111,y,48,1,3,0,1,3,0,42,3,3,0,7477.0,0,7477.0,0.511,1159,32,0.684,0.0,1
403,2166,y,45,1,4,6,1,0,0,33,6,1,3,34516.0,2086,32430.0,0.986,1859,47,0.958,0.06,1
404,3734,y,48,1,2,3,1,0,0,36,6,5,2,29963.0,2094,27869.0,0.648,1205,28,0.867,0.07,1
405,349,y,47,1,1,2,2,1,0,36,5,3,0,6509.0,2033,4476.0,0.83,1409,37,0.37,0.312,1
406,3427,n,42,1,3,0,1,2,0,34,3,3,3,13450.0,0,13450.0,0.742,1000,18,0.059,0.0,0
407,605,y,41,1,2,2,3,2,3,36,6,2,0,27000.0,0,27000.0,0.61,1209,39,0.3,0.0,1
408,682,y,51,1,4,0,1,0,3,31,5,2,1,34516.0,1254,33262.0,0.869,1366,25,0.786,0.036,1
409,4787,y,55,0,2,2,2,4,0,47,5,3,2,6347.0,0,6347.0,0.466,1161,44,0.375,0.0,1
410,7877,y,67,1,1,5,1,1,0,49,4,3,2,3106.0,1675,1431.0,0.781,1512,38,0.407,0.539,1
411,3744,y,39,1,1,2,1,2,0,31,4,1,1,2536.0,913,1623.0,1.059,1750,35,1.333,0.36,1
412,7783,y,54,1,3,4,2,2,0,35,6,3,0,13048.0,1954,11094.0,1.139,1170,24,0.846,0.15,1
413,7935,y,55,0,2,6,1,4,0,37,3,3,1,2453.0,968,1485.0,1.081,2218,50,0.613,0.395,1
414,1005,y,47,1,3,3,1,1,3,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077,1
415,865,y,49,1,2,4,1,2,0,38,3,2,0,8077.0,1965,6112.0,0.637,1329,26,0.444,0.243,1
416,7782,n,42,0,2,2,1,4,0,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,0
417,4778,y,57,1,2,6,2,3,0,36,3,3,2,3127.0,2517,610.0,0.589,1470,30,1.143,0.805,1
418,937,y,44,1,5,5,1,2,0,36,3,3,2,8645.0,1454,7191.0,0.708,1435,25,1.778,0.168,1
419,6913,y,56,1,3,6,2,2,0,49,3,1,3,1438.3,0,1438.3,0.503,1093,22,0.833,0.0,1
420,1406,n,49,0,3,2,1,4,0,38,6,3,2,2185.0,0,2185.0,0.727,715,20,0.818,0.0,0
421,5540,y,45,1,3,2,2,3,0,32,5,2,2,24487.0,2517,21970.0,0.912,1512,42,0.909,0.103,1
422,5724,y,63,1,0,3,1,2,0,36,6,2,3,2567.0,0,2567.0,1.636,2399,43,0.955,0.0,1
423,7503,y,44,1,3,2,2,3,0,33,6,3,3,4131.0,785,3346.0,0.543,906,22,1.2,0.19,1
424,2498,y,44,0,4,0,1,4,3,37,3,2,2,10790.0,1930,8860.0,0.75,1052,16,1.286,0.179,1
425,8875,y,40,1,3,3,1,1,0,33,4,3,3,6884.0,1001,5883.0,0.786,975,11,0.833,0.145,1
426,715,n,39,1,2,5,2,2,0,36,5,3,3,13961.0,1299,12662.0,0.842,783,20,0.667,0.093,0
427,7759,y,42,1,4,3,1,3,0,30,6,1,0,29801.0,1916,27885.0,0.781,990,21,0.909,0.064,1
428,2585,y,54,1,3,3,1,0,0,43,4,1,1,13219.0,0,13219.0,0.576,1097,24,0.5,0.0,1
429,2045,n,58,0,4,6,1,4,0,46,2,3,3,2536.0,0,2536.0,0.917,901,35,0.522,0.0,0
430,2851,y,46,0,4,2,0,4,0,36,5,3,1,9478.0,820,8658.0,0.64,1327,41,0.864,0.087,1
431,7303,y,47,0,4,6,0,1,0,34,6,1,2,3502.0,1851,1651.0,2.023,1814,31,0.722,0.529,1
432,5060,y,67,0,0,6,1,5,0,56,4,3,3,10509.0,2388,8121.0,0.777,1365,34,1.429,0.227,1
433,1474,y,50,0,2,0,0,4,0,36,3,3,0,1491.0,0,1491.0,0.876,1058,34,0.889,0.0,1
434,4640,y,55,1,0,3,0,2,0,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0,1
435,7825,y,46,0,2,2,1,1,0,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706,1
436,4282,y,47,0,4,5,1,1,0,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146,1
437,5227,y,36,0,2,6,1,1,0,25,3,1,2,4789.0,1257,3532.0,1.134,1534,29,0.933,0.262,1
438,6705,y,40,1,4,1,0,2,0,34,4,2,3,23138.0,1727,21411.0,0.693,1612,39,1.438,0.075,1
439,8970,y,57,1,2,6,2,3,0,38,6,1,3,23008.0,2280,20728.0,0.674,1302,36,0.636,0.099,1
440,1167,y,48,1,1,6,0,3,0,36,3,1,0,3131.0,2517,614.0,0.602,1439,40,0.481,0.804,1
441,9647,y,58,0,3,2,1,4,0,53,5,3,2,5798.0,1794,4004.0,0.564,1724,45,0.452,0.309,1
442,6765,y,48,1,3,2,2,1,0,36,5,2,3,6880.0,1390,5490.0,1.205,1784,35,0.944,0.202,1
443,8433,y,48,1,3,2,3,3,2,41,3,2,2,34516.0,1531,32985.0,0.862,1156,29,1.071,0.044,1
444,4739,y,53,0,2,0,1,1,0,34,6,2,1,2075.0,1469,606.0,1.322,2556,49,1.13,0.708,1
445,7110,y,50,1,2,2,1,3,0,44,3,3,0,4589.0,0,4589.0,0.845,1590,37,0.37,0.0,1
446,1854,n,52,0,1,2,2,4,0,40,1,2,2,2317.0,0,2317.0,1.005,884,19,0.727,0.0,0
447,2139,n,53,0,2,5,2,4,0,45,1,1,1,1981.0,1518,463.0,1.019,973,25,0.923,0.766,0
448,952,y,56,0,1,2,2,1,0,47,3,2,1,6038.0,0,6038.0,0.741,1447,30,0.875,0.0,1
449,8615,y,44,1,5,6,2,3,0,32,5,3,2,14910.0,877,14033.0,0.772,1150,26,0.625,0.059,1
450,5263,y,49,1,3,3,1,3,0,39,3,3,2,29659.0,1143,28516.0,0.512,1193,21,0.615,0.039,1
451,8823,n,54,1,2,2,1,2,0,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0,0
